transaction_amount,transaction_hour,account_age_days,num_transactions_last_24h,distance_from_home_km,is_fraud
257.28,19,864,1,0.51,0
35.5,0,328,0,34.95,0
10.71,1,0,3,11.3,0
166.17,21,586,1,0.57,0
115.04,2,553,0,3.5,0
159.82,4,150,2,9.42,0
113.15,13,361,1,7.84,0
29.9,21,54,3,26.77,0
103.58,21,959,1,4.14,0
113.57,14,169,4,28.59,0
203.36,5,8,2,0.28,0
118.93,10,270,1,8.02,0
170.1,4,1872,2,1.62,0
41.82,12,329,1,19.96,0
166.15,4,346,1,9.94,0
80.22,21,1534,2,26.96,0
55.21,6,86,5,18.25,0
127.21,9,2441,3,6.01,0
77.2,22,1075,1,2.95,0
59.69,8,663,2,3.09,0
145.91,10,1111,3,5.61,0
54.14,5,195,1,0.62,0
17.03,4,454,1,0.34,0
76.62,23,377,1,24.71,0
68.96,5,808,3,15.22,0
261.23,4,727,3,6.64,0
152.46,21,160,0,7.5,0
41.3,19,1023,3,21.05,0
9.47,6,985,6,7.05,0
186.0,6,273,5,2.06,0
60.6,1,38,7,32.48,1
55.84,0,982,1,12.06,0
64.77,14,372,3,11.12,0
127.54,9,2118,0,10.65,0
136.0,23,536,3,0.33,0
120.41,20,577,2,26.13,0
166.27,0,434,0,15.93,0
77.77,6,84,1,1.38,0
117.88,21,760,3,5.06,0
161.73,18,88,1,16.75,0
137.28,10,260,2,2.61,0
65.55,18,221,3,12.62,0
101.32,8,44,4,16.87,0
31.96,23,162,3,5.31,0
114.06,2,176,1,1.74,0
153.06,11,1417,0,47.39,0
49.31,21,373,1,10.02,0
251.73,0,331,0,30.93,0
41.75,17,581,2,11.2,0
60.52,17,120,2,22.84,0
227.91,7,826,3,3.22,0
41.66,13,369,0,9.13,0
145.59,16,27,1,8.09,0
39.35,7,1600,2,18.95,0
20.18,2,182,2,40.41,0
41.81,0,23,4,3.17,0
140.8,14,167,2,4.86,0
225.85,5,245,1,0.79,0
268.72,12,1225,1,23.16,0
122.72,12,81,2,12.6,0
98.17,19,299,1,24.41,0
35.0,16,57,2,51.34,0
92.55,22,323,2,15.38,0
116.56,12,623,0,38.42,0
92.13,15,753,0,21.48,0
333.67,23,215,2,32.89,0
17.16,14,571,2,19.58,0
1.51,23,318,2,2.37,0
142.57,7,651,1,2.52,0
85.55,20,1111,2,0.58,0
165.42,23,368,0,70.92,0
121.7,14,868,1,8.09,0
120.14,16,373,3,14.54,0
260.46,23,257,2,17.16,0
39.82,15,433,0,33.74,0
138.68,10,919,5,13.55,0
183.2,1,199,1,6.41,0
56.88,6,313,2,16.0,0
167.09,14,191,1,5.99,0
53.64,22,482,1,37.52,0
213.59,20,218,3,31.53,0
276.31,22,162,1,33.81,0
96.92,8,78,3,11.1,0
153.6,16,165,0,22.99,0
134.11,20,583,1,32.78,0
20.54,0,1739,3,0.61,0
80.91,17,309,2,16.05,0
82.99,7,143,3,3.29,0
123.6,13,3286,4,18.67,0
279.36,16,833,2,11.96,0
105.36,6,22,1,18.41,0
203.53,4,69,2,69.09,0
13.18,19,343,0,31.27,0
90.12,21,1449,3,34.14,0
160.96,11,1027,4,1.96,0
67.85,9,163,2,7.55,0
107.83,20,810,2,5.3,0
189.18,16,388,2,45.77,0
84.39,19,986,0,5.14,0
50.5,13,107,1,6.4,0
135.95,21,1096,0,15.28,0
78.08,23,559,5,4.86,0
88.6,6,695,3,20.57,0
129.17,23,449,4,0.79,0
94.14,8,626,1,10.99,0
29.69,14,110,1,4.25,0
183.01,21,397,0,2.81,0
82.13,12,83,0,4.63,0
221.91,16,1028,3,7.11,0
8.34,9,600,2,21.1,0
81.78,4,160,1,12.58,0
151.83,8,103,3,10.52,0
116.54,20,537,1,1.1,0
41.06,3,1167,2,16.79,0
117.94,16,200,2,20.84,0
89.88,20,635,1,8.67,0
17.49,22,9,1,3.44,0
53.97,23,544,3,11.76,0
91.12,23,368,2,9.55,0
50.48,23,1088,1,8.07,0
226.72,22,127,2,49.78,0
97.0,21,444,2,57.12,0
285.71,12,36,10,34.52,1
80.15,10,569,1,2.42,0
106.72,0,521,2,2.08,0
112.09,7,516,0,15.06,0
62.3,12,8,1,1.47,0
29.55,5,361,1,20.81,0
167.93,22,1120,2,26.77,0
76.21,9,786,4,3.26,0
168.24,4,899,3,5.55,0
111.55,9,779,2,1.39,0
116.02,15,419,1,2.6,0
95.16,3,1816,2,5.3,0
61.51,0,312,1,23.51,0
74.1,11,1337,1,18.14,0
165.23,3,487,2,3.57,0
233.51,10,42,6,56.4,1
178.04,19,81,1,19.5,0
51.97,15,235,1,17.39,0
82.75,22,1730,3,8.5,0
90.19,1,671,2,3.44,0
98.29,6,982,3,18.12,0
16.25,22,15,1,28.84,0
66.47,11,132,0,14.98,0
130.08,21,845,4,6.02,0
36.08,18,118,1,14.4,0
164.58,10,212,0,15.45,0
53.32,23,611,1,22.75,0
237.49,19,215,1,29.67,0
245.06,9,1,8,52.48,1
215.66,18,271,1,26.85,0
122.15,5,42,1,6.18,0
24.69,14,29,2,19.99,0
89.37,7,1154,3,33.71,0
119.33,9,439,3,0.53,0
120.31,9,352,0,26.49,0
33.99,6,747,2,5.28,0
21.58,19,851,3,32.15,0
101.38,8,1864,3,45.47,0
298.74,8,534,2,10.64,0
52.79,21,505,1,20.71,0
120.43,16,2200,2,22.46,0
138.86,3,96,4,4.86,0
66.41,22,213,3,31.05,0
65.56,17,876,3,22.26,0
40.91,0,248,1,39.74,0
88.59,0,82,3,47.3,0
143.3,17,65,2,25.47,0
71.79,2,855,4,7.04,0
190.61,14,762,3,32.56,0
84.49,10,19,3,1.32,0
82.43,4,351,1,32.98,0
47.23,22,250,2,11.25,0
108.26,14,83,0,7.51,0
218.92,7,57,2,1.85,0
152.54,16,424,1,61.31,0
46.5,0,136,3,5.37,0
75.93,4,597,0,6.88,0
64.39,1,2100,0,32.21,0
87.5,23,1221,1,0.7,0
59.02,15,2455,0,17.7,0
31.18,5,1218,4,32.11,0
88.3,12,854,6,2.13,0
36.72,23,310,2,0.83,0
138.44,0,168,1,14.85,0
169.06,2,260,5,3.0,0
50.4,9,262,0,29.84,0
69.42,15,534,3,17.47,0
60.85,0,570,6,2.99,0
58.52,22,200,5,39.02,0
51.96,2,866,1,38.59,0
153.18,5,1013,1,11.17,0
72.76,21,202,2,11.68,0
71.07,13,421,2,10.23,0
289.39,21,279,2,5.74,0
69.99,8,1078,1,10.04,0
169.4,14,14,2,0.45,0
38.87,4,691,1,16.51,0
116.0,19,715,2,9.96,0
112.39,12,901,2,8.64,0
12.06,2,155,1,21.03,0
158.5,5,1096,4,27.75,0
150.75,13,3439,3,2.28,0
100.08,17,220,0,2.14,0
48.58,8,55,0,8.57,0
43.91,22,131,3,46.97,0
19.12,12,906,3,3.86,0
68.84,11,854,0,18.06,0
187.3,20,79,3,8.14,0
66.93,10,308,3,9.5,0
44.12,0,920,3,5.29,0
110.32,13,151,2,9.42,0
76.91,7,36,1,20.74,0
81.4,15,17,10,27.79,1
23.74,6,146,4,23.78,0
39.43,13,361,4,7.93,0
80.79,19,229,1,19.28,0
86.72,12,332,3,4.27,0
101.92,10,967,0,5.28,0
21.58,12,698,3,2.12,0
256.84,15,79,0,18.9,0
97.79,15,275,2,2.9,0
24.76,9,2820,3,5.29,0
74.41,20,1187,1,47.97,0
206.35,14,111,1,7.75,0
96.65,0,276,0,10.92,0
58.66,7,57,0,0.32,0
10.05,6,256,4,3.15,0
52.61,3,253,1,14.89,0
143.73,22,432,2,16.77,0
83.32,9,34,0,8.83,0
98.59,9,123,1,31.5,0
73.43,23,826,2,2.57,0
154.65,19,685,3,29.76,0
159.4,1,165,3,14.08,0
48.92,20,2011,4,0.33,0
215.28,23,150,3,31.58,0
21.5,9,169,1,13.1,0
74.02,17,2054,0,74.48,0
65.1,9,78,1,18.48,0
65.44,1,877,2,20.03,0
47.73,21,132,3,4.22,0
165.15,23,394,4,18.38,0
62.68,13,2129,2,10.64,0
83.29,15,435,1,3.68,0
86.67,11,355,1,4.33,0
150.34,20,119,0,4.85,0
114.15,11,384,5,4.9,0
36.21,5,370,2,16.39,0
36.3,1,694,2,18.81,0
44.49,5,75,5,12.59,0
23.5,5,372,2,34.66,0
130.62,2,243,1,2.75,0
91.73,5,723,1,11.88,0
98.64,18,208,2,30.86,0
43.07,1,449,3,10.54,0
36.75,18,42,3,1.02,0
62.5,3,22,5,43.59,0
160.62,5,257,3,55.55,0
197.47,2,862,1,12.03,0
217.37,11,90,4,16.06,0
224.42,23,401,4,3.67,0
65.39,7,414,3,9.77,0
269.45,5,174,3,34.63,0
15.47,5,26,1,27.02,0
260.75,1,549,1,5.26,0
46.73,0,1304,2,16.99,0
44.58,19,10,2,17.36,0
102.68,4,296,3,5.42,0
52.08,2,197,2,17.01,0
81.72,18,660,4,6.86,0
173.8,11,1137,2,4.51,0
26.55,17,940,5,11.56,0
138.6,18,169,3,5.06,0
87.32,5,125,2,13.15,0
18.94,6,192,0,3.21,0
47.2,21,111,4,23.82,0
66.04,20,95,5,51.31,0
24.92,3,141,3,5.92,0
62.51,1,1059,2,17.74,0
48.4,2,46,1,27.41,0
106.41,16,46,3,21.43,0
107.36,11,94,0,3.4,0
21.58,9,330,4,41.74,0
124.37,5,357,1,66.05,0
38.47,13,222,1,16.82,0
57.57,5,712,5,1.18,0
142.35,4,94,4,14.85,0
283.64,6,135,6,5.99,1
59.0,1,809,1,6.1,0
40.05,1,636,1,28.82,0
90.07,13,515,2,7.76,0
68.38,18,626,3,6.0,0
130.1,1,136,2,0.2,0
200.29,23,293,0,25.06,0
44.32,17,18,2,0.67,0
211.05,16,72,3,5.72,0
85.0,3,821,1,1.12,0
69.05,9,204,1,6.92,0
207.55,13,122,2,2.27,0
8.44,13,1270,2,6.58,0
42.97,12,1062,1,8.94,0
142.1,1,264,3,18.85,0
64.3,2,1410,1,17.95,0
67.55,3,759,3,6.33,0
188.27,2,72,3,40.08,0
121.51,1,934,4,4.87,0
148.29,4,203,3,9.83,0
48.24,22,106,1,27.68,0
59.15,1,1473,1,0.07,0
134.86,1,450,1,16.16,0
280.8,6,380,1,25.57,0
27.16,14,273,2,0.88,0
44.81,19,46,11,155.69,1
100.48,9,89,0,1.64,0
106.82,4,693,1,6.77,0
50.83,6,83,10,10.54,1
63.91,18,430,2,3.22,0
53.49,17,255,1,0.92,0
141.84,5,151,4,70.26,0
65.34,11,16,3,15.85,0
41.12,13,59,0,3.94,0
83.19,10,56,0,26.08,0
219.79,18,449,4,6.85,0
55.56,4,4,3,2.2,0
62.65,14,294,2,0.6,0
34.42,21,417,1,0.92,0
234.86,14,1732,0,11.09,0
37.25,5,89,3,2.69,0
156.36,14,225,2,9.17,0
83.43,5,263,2,17.56,0
158.29,21,53,1,0.53,0
116.05,8,383,0,24.02,0
32.06,13,91,2,15.43,0
115.18,2,96,1,2.63,0
66.25,13,296,2,18.71,0
87.84,8,746,3,26.57,0
100.13,7,407,0,0.77,0
69.11,15,539,2,23.88,0
70.59,16,755,1,1.29,0
59.35,23,706,0,15.07,0
11.3,7,284,5,10.14,0
54.12,7,222,4,13.51,0
142.28,22,7,2,32.63,0
230.74,9,9,1,3.94,0
185.27,8,96,0,33.07,0
27.51,23,1000,1,8.26,0
29.86,21,2846,2,15.25,0
81.96,23,244,2,2.92,0
145.1,15,984,2,56.42,0
41.41,16,33,3,1.11,0
77.11,0,730,2,1.72,0
73.31,15,216,4,6.15,0
205.03,9,40,3,4.06,0
145.44,5,1531,3,13.37,0
90.87,2,209,2,39.71,0
21.89,10,113,1,6.21,0
7.2,1,296,1,3.12,0
40.17,21,1808,3,3.26,0
66.25,8,824,6,1.47,0
93.84,18,217,3,9.22,0
79.79,4,707,1,16.61,0
124.22,8,26,4,15.66,0
44.28,1,345,1,0.97,0
20.38,8,48,5,27.61,0
22.0,9,51,1,6.78,0
57.45,22,438,1,39.99,0
47.66,22,44,4,16.27,0
27.17,6,1255,2,41.94,0
108.86,6,48,1,1.83,0
158.24,5,63,2,11.7,0
239.64,13,1074,2,18.25,0
104.91,21,183,2,11.6,0
14.53,10,331,2,4.57,0
260.94,12,664,2,0.76,0
145.35,10,197,3,0.68,0
161.81,7,403,0,5.33,0
51.67,21,1171,1,27.1,0
113.51,6,186,3,2.38,0
38.05,15,1183,4,11.15,0
90.9,11,61,2,37.48,0
170.82,19,206,4,33.71,0
66.53,2,89,2,14.86,0
16.47,10,12,12,134.05,1
97.98,13,401,1,8.36,0
305.23,18,360,3,15.26,0
87.9,6,48,2,5.3,0
149.47,8,265,6,61.45,0
116.87,7,286,2,16.47,0
71.23,21,1289,4,5.86,0
68.23,9,226,4,12.83,0
75.34,19,198,2,13.92,0
151.13,14,612,0,9.3,0
29.07,8,168,2,12.51,0
31.56,15,428,3,3.08,0
13.56,0,223,2,16.52,0
73.81,0,86,6,96.26,1
126.76,17,160,3,1.69,0
30.17,15,1358,0,14.31,0
82.55,17,31,1,5.2,0
99.86,20,43,3,0.27,0
31.1,6,203,3,2.23,0
65.73,4,1428,0,1.62,0
49.82,18,319,2,13.52,0
47.95,8,270,0,37.4,0
39.99,9,367,3,1.71,0
64.06,18,124,1,35.71,0
108.54,20,44,2,26.41,0
38.92,15,74,2,2.63,0
12.53,5,3250,2,25.99,0
40.57,22,669,3,16.09,0
132.26,1,739,2,6.44,0
387.55,2,511,3,0.43,0
62.96,13,36,2,8.32,0
95.84,22,572,4,5.51,0
36.66,17,74,3,13.03,0
90.76,0,601,3,12.94,0
106.83,19,35,3,42.6,0
130.35,2,215,1,5.04,0
79.07,8,911,4,42.02,0
36.49,16,7,1,11.23,0
246.22,5,421,1,17.04,0
91.22,8,247,1,24.42,0
92.94,15,21,7,121.3,1
32.8,18,16,3,31.19,0
28.04,9,10,1,19.47,0
132.77,7,12,3,5.06,0
115.95,5,2308,3,1.55,0
56.26,21,583,0,7.56,0
116.08,15,251,0,33.66,0
323.1,8,371,1,124.55,0
204.71,2,367,4,2.39,0
105.62,11,7,11,52.85,1
101.58,16,456,3,11.64,0
85.82,16,373,1,19.18,0
52.82,11,54,4,23.07,0
142.37,20,100,2,4.91,0
9.59,6,102,3,2.85,0
177.13,4,681,1,3.05,0
152.64,10,192,2,6.38,0
52.84,12,63,1,8.82,0
122.15,12,1005,1,45.18,0
245.44,14,199,3,1.36,0
46.45,17,540,0,12.67,0
43.66,8,788,1,18.25,0
117.78,20,1164,4,8.48,0
36.02,18,573,1,12.92,0
63.75,10,483,3,34.44,0
117.77,18,2924,1,16.57,0
42.47,21,454,1,12.37,0
24.9,16,997,0,6.57,0
5.49,3,95,7,56.55,1
41.7,6,180,1,10.49,0
223.5,17,71,8,4.6,0
96.35,10,634,2,22.19,0
17.57,5,148,4,29.53,0
67.05,23,299,1,26.8,0
118.22,23,323,2,35.8,0
44.79,20,587,2,3.42,0
78.21,16,63,1,0.22,0
351.48,10,391,2,2.82,0
79.01,10,76,2,4.4,0
170.84,23,208,2,8.14,0
42.0,12,113,4,6.03,0
54.83,9,483,5,11.24,0
20.59,2,149,2,35.13,0
106.58,6,459,3,19.41,0
10.81,12,858,1,10.12,0
169.97,5,398,1,23.9,0
75.53,15,986,1,2.01,0
117.94,13,210,1,1.66,0
430.88,5,162,4,7.68,0
98.74,6,1066,1,4.14,0
149.38,3,23,3,5.89,0
51.55,11,503,2,2.8,0
51.04,5,200,2,2.81,0
218.97,22,1065,4,2.37,0
54.18,9,112,0,8.93,0
45.03,15,177,2,39.82,0
16.68,1,986,3,19.35,0
54.6,17,49,2,25.46,0
74.52,19,981,0,15.88,0
43.81,1,211,2,30.67,0
264.54,21,229,1,7.12,0
34.27,3,196,2,1.18,0
84.96,8,507,1,14.56,0
29.16,19,539,4,16.57,0
175.24,7,11,1,11.81,0
82.25,0,268,2,6.45,0
91.7,17,179,2,2.58,0
77.54,13,10,0,8.14,0
81.22,15,345,2,2.0,0
196.46,2,394,1,2.09,0
5.02,6,49,3,19.66,0
247.5,11,385,4,4.48,0
21.44,8,696,4,11.03,0
85.08,21,244,3,19.98,0
6.1,23,1070,0,1.05,0
80.88,10,289,1,22.38,0
200.19,14,120,1,15.91,0
94.41,2,9,2,13.82,0
84.51,21,290,2,8.99,0
57.5,18,214,4,8.75,0
40.78,8,127,1,30.16,0
95.36,15,133,2,16.62,0
27.35,14,2263,1,4.41,0
270.56,4,599,1,8.33,0
269.81,23,520,2,1.36,0
19.19,7,101,2,19.12,0
95.95,10,492,3,28.84,0
74.2,18,464,0,5.39,0
36.1,8,708,5,5.43,0
107.64,7,759,0,6.55,0
77.71,17,588,0,14.7,0
61.93,19,1253,4,17.28,0
79.99,23,83,2,9.37,0
68.6,19,29,12,43.67,1
105.87,7,383,3,4.94,0
42.75,20,455,2,3.38,0
149.6,21,892,2,7.92,0
79.26,6,1082,3,0.3,0
203.53,0,1022,0,20.12,0
134.8,17,1757,0,0.16,0
94.38,16,760,1,8.46,0
187.94,16,236,1,1.36,0
38.31,5,681,3,1.09,0
23.57,15,121,2,37.58,0
171.41,6,35,1,20.85,0
81.46,22,438,2,4.39,0
72.71,13,218,4,11.23,0
23.84,9,971,2,27.16,0
71.35,9,1372,2,9.7,0
85.81,20,55,1,63.89,0
103.88,15,297,1,19.55,0
23.47,22,1761,0,5.71,0
11.57,6,276,3,0.76,0
42.13,13,654,2,17.75,0
76.21,5,283,2,9.99,0
246.15,0,427,3,30.86,0
196.7,12,474,4,12.78,0
18.1,15,122,4,60.8,0
73.35,22,1438,2,8.29,0
254.97,19,425,3,8.48,0
46.02,6,1053,2,20.74,0
150.72,13,1246,2,32.05,0
98.64,5,147,2,11.25,0
81.41,7,585,5,1.41,0
24.1,9,2131,2,15.7,0
46.17,19,720,2,0.45,0
156.24,2,380,3,25.62,0
38.46,8,446,2,9.3,0
78.62,11,315,2,21.6,0
122.81,16,46,1,19.14,0
175.54,9,871,0,0.87,0
78.54,11,90,1,0.07,0
177.04,16,17,4,3.89,0
181.16,17,186,1,5.78,0
126.43,6,328,4,28.47,0
151.66,12,926,3,4.27,0
27.4,13,936,3,3.99,0
47.62,15,411,3,4.83,0
178.71,0,410,2,27.61,0
177.75,22,1156,2,28.07,0
223.69,21,3,3,11.75,0
46.13,12,586,2,15.66,0
91.88,22,204,1,4.58,0
52.53,2,66,2,6.57,0
49.71,20,485,0,30.94,0
312.66,10,671,2,17.75,0
255.15,1,182,1,1.43,0
207.93,16,743,2,7.61,0
28.28,22,427,1,1.77,0
120.67,13,3370,1,9.99,0
56.28,10,587,2,0.17,0
69.5,2,116,5,27.94,0
39.24,15,748,2,1.0,0
49.96,5,1166,3,22.43,0
95.9,21,210,0,34.1,0
153.69,19,446,1,1.84,0
205.58,11,1184,1,37.53,0
99.73,20,142,0,4.0,0
109.53,14,1672,0,4.86,0
101.52,3,190,1,3.61,0
65.84,20,82,2,11.14,0
99.9,17,129,3,3.78,0
101.29,2,439,1,0.61,0
205.36,22,71,4,22.44,0
19.7,2,321,6,6.11,0
24.54,21,1229,2,14.53,0
16.7,7,435,2,40.72,0
238.91,2,119,3,93.69,1
87.89,7,602,4,34.01,0
45.34,5,232,6,0.59,0
79.52,14,579,3,12.41,0
210.05,23,291,1,6.0,0
146.09,20,206,3,16.28,0
62.02,8,2533,0,20.16,0
57.22,1,158,4,0.97,0
65.7,18,265,0,6.11,0
94.39,10,114,3,42.33,0
60.55,13,113,1,19.86,0
104.82,15,124,3,18.14,0
46.4,20,1138,3,7.93,0
34.2,10,84,3,22.67,0
36.83,5,110,4,11.44,0
81.34,7,147,3,68.53,0
33.46,19,1205,1,17.85,0
50.9,19,686,3,24.26,0
157.73,10,545,0,5.68,0
17.86,10,66,0,4.42,0
11.02,3,294,6,0.31,0
42.36,1,591,0,1.79,0
83.9,12,928,2,8.94,0
175.63,6,110,2,5.89,0
30.63,1,50,2,12.87,0
206.51,14,1888,1,19.56,0
26.57,19,333,0,1.08,0
72.26,12,108,2,1.56,0
35.3,8,182,2,7.64,0
40.3,4,433,0,27.84,0
230.07,14,288,1,14.38,0
35.48,16,913,4,14.11,0
33.63,2,195,2,14.06,0
217.99,23,1238,3,28.03,0
84.58,7,404,3,4.85,0
75.01,2,189,6,3.82,0
28.42,0,70,2,17.97,0
180.46,13,166,2,8.58,0
66.11,12,6,2,0.69,0
395.69,6,275,2,7.57,0
101.4,20,142,3,9.27,0
79.07,4,113,5,25.37,0
53.86,22,86,1,4.42,0
57.43,23,433,1,18.75,0
97.05,0,343,2,2.49,0
122.01,13,251,2,0.3,0
17.72,2,989,2,16.77,0
124.24,21,222,1,1.15,0
18.1,17,681,1,3.58,0
26.81,17,720,1,8.1,0
193.13,22,121,3,5.54,0
104.78,12,561,2,0.3,0
23.92,0,566,2,4.36,0
63.97,19,2250,1,19.98,0
165.98,2,385,0,9.12,0
129.05,6,637,3,2.11,0
163.73,1,63,1,17.47,0
42.31,4,173,2,32.84,0
111.89,13,93,2,11.33,0
209.24,12,31,4,0.84,0
113.35,18,32,3,11.98,0
54.84,20,638,1,19.69,0
40.1,19,1283,4,0.17,0
72.82,19,1363,0,9.55,0
48.18,14,1569,1,14.67,0
252.36,8,25,1,3.82,0
56.33,2,174,2,18.88,0
29.94,20,749,0,9.0,0
25.51,7,31,1,14.16,0
205.02,3,2026,2,3.89,0
29.0,10,178,2,10.09,0
57.4,1,348,1,10.29,0
151.08,6,186,2,2.18,0
53.9,5,627,1,51.5,0
50.93,8,9,2,7.12,0
57.7,8,1278,2,19.69,0
163.59,22,14,3,29.52,0
417.7,9,857,2,2.7,0
84.64,10,659,2,12.31,0
68.07,2,665,1,18.57,0
104.76,19,407,4,8.52,0
175.85,17,520,2,2.58,0
65.13,3,439,1,2.65,0
80.22,2,236,0,8.16,0
63.57,2,224,2,16.23,0
135.32,12,1473,2,19.46,0
30.54,11,103,4,4.08,0
128.34,11,71,4,26.1,0
18.39,13,425,5,8.78,0
148.87,12,579,0,39.53,0
135.98,11,39,10,24.64,1
28.87,19,838,3,25.0,0
56.64,1,587,1,3.52,0
52.88,22,468,3,26.43,0
71.83,0,1153,0,0.83,0
296.86,1,309,0,8.59,0
48.98,13,614,2,5.27,0
69.15,21,349,1,7.42,0
153.81,20,340,3,17.57,0
89.06,8,3312,3,12.48,0
25.77,19,401,2,44.19,0
49.91,18,1472,1,10.74,0
125.2,8,1175,2,27.81,0
29.76,6,81,0,35.13,0
137.49,13,951,3,0.4,0
99.3,2,42,5,2.28,0
72.51,8,739,1,3.8,0
91.53,5,316,4,8.1,0
100.5,16,742,3,7.57,0
122.1,5,46,1,35.71,0
19.23,12,135,1,6.15,0
40.18,1,162,1,9.89,0
38.24,10,1038,1,1.29,0
101.42,22,94,2,0.76,0
63.83,3,916,3,12.36,0
247.54,6,440,1,3.0,0
97.59,6,993,1,3.44,0
41.57,21,1048,5,18.92,0
51.27,17,1036,1,8.85,0
46.69,14,9,4,23.98,0
40.11,8,81,1,7.07,0
316.43,15,566,0,4.52,0
144.73,5,774,1,14.34,0
19.83,10,80,1,10.4,0
98.63,18,72,4,9.47,0
96.29,7,268,1,7.81,0
45.99,4,97,0,5.74,0
9.59,10,363,1,1.64,0
64.42,16,948,2,9.59,0
114.52,6,405,1,19.87,0
227.2,13,249,4,14.81,0
99.45,12,113,2,24.52,0
138.21,13,285,4,7.8,0
105.2,16,1661,1,0.78,0
121.09,10,539,2,12.23,0
157.93,8,1157,3,0.88,0
125.47,19,192,3,51.67,0
71.45,11,117,0,43.16,0
160.51,11,421,4,7.63,0
24.3,13,181,3,5.43,0
62.38,2,252,3,16.92,0
43.2,8,738,4,0.8,0
368.85,22,1254,2,4.67,0
37.75,1,2,2,8.0,0
28.21,19,445,0,6.16,0
37.4,14,247,2,4.5,0
123.33,18,467,2,31.89,0
84.61,10,345,1,0.52,0
22.14,22,1436,1,32.92,0
183.72,4,175,0,19.22,0
108.58,23,39,3,38.48,0
54.17,11,786,1,14.64,0
52.47,0,6,10,69.11,1
117.21,22,50,2,8.11,0
42.0,20,156,2,24.07,0
60.43,23,101,2,1.04,0
92.41,1,23,3,10.3,0
55.15,15,27,3,14.8,0
88.99,3,250,2,10.19,0
86.31,15,121,0,39.96,0
62.12,14,193,2,30.18,0
140.07,16,991,3,40.66,0
116.48,8,752,3,5.63,0
77.89,23,213,1,1.72,0
69.73,16,362,0,13.14,0
364.32,6,285,1,10.42,0
386.09,7,200,4,8.02,0
115.86,9,237,2,14.72,0
19.69,14,102,2,54.64,0
197.24,10,225,3,12.79,0
205.17,14,212,4,26.58,0
17.11,21,828,3,9.02,0
32.06,23,997,4,24.54,0
159.66,14,230,2,3.89,0
17.28,9,31,0,6.25,0
246.0,16,730,2,27.67,0
54.13,12,326,3,5.79,0
129.16,0,1736,2,14.41,0
40.21,2,16,2,43.32,0
59.87,13,193,3,36.75,0
179.16,0,165,1,33.01,0
131.82,4,803,3,10.76,0
205.81,3,495,5,2.74,0
191.42,11,388,3,17.19,0
97.47,11,961,0,5.99,0
33.97,5,146,2,3.69,0
41.37,1,750,2,27.88,0
72.04,22,437,1,29.13,0
109.85,12,698,3,28.47,0
57.36,17,19,2,14.33,0
240.61,10,194,4,5.17,0
26.08,15,1069,3,27.76,0
41.24,8,332,2,11.06,0
76.0,1,1195,1,23.36,0
46.15,10,91,0,1.26,0
195.31,11,414,3,1.58,0
114.96,13,582,0,2.14,0
151.56,1,338,1,6.01,0
217.84,6,1524,2,5.17,0
31.36,14,570,2,5.53,0
131.41,2,520,2,43.45,0
16.8,3,143,2,19.26,0
227.86,13,873,4,22.6,0
90.14,14,1248,3,10.87,0
114.42,7,94,2,1.33,0
175.34,23,351,2,10.0,0
92.58,13,989,2,0.58,0
14.73,12,560,1,23.39,0
338.39,21,436,3,6.97,0
30.58,3,703,0,49.96,0
107.11,14,818,0,1.22,0
39.77,2,146,1,3.72,0
26.63,17,155,1,6.13,0
186.51,18,363,1,28.93,0
96.43,19,177,2,4.34,0
56.15,4,531,0,27.53,0
108.92,7,223,1,35.45,0
69.73,6,81,2,26.44,0
24.72,6,606,3,2.74,0
74.96,18,121,5,17.99,0
352.9,19,192,3,13.56,0
55.38,20,381,0,6.19,0
193.4,9,64,6,9.85,0
43.13,23,459,1,7.22,0
102.89,5,1,3,17.16,0
84.1,4,910,2,1.14,0
87.25,13,162,1,2.5,0
10.12,13,8,5,16.46,0
122.61,2,960,3,11.82,0
155.93,15,502,3,8.7,0
92.77,0,804,3,36.64,0
82.13,6,404,3,2.17,0
182.72,22,793,1,20.41,0
61.05,15,311,2,36.73,0
54.25,21,530,4,43.95,0
89.02,4,5,0,4.8,0
258.8,15,225,1,7.33,0
46.23,16,265,1,10.22,0
65.18,12,193,2,8.81,0
69.54,20,113,2,4.92,0
49.03,13,204,2,43.32,0
115.62,5,93,4,1.59,0
52.77,8,813,2,16.7,0
206.04,20,2928,4,7.84,0
3.49,4,322,1,27.36,0
86.8,21,24,2,5.15,0
217.01,21,482,2,10.09,0
106.82,4,333,2,13.99,0
177.34,4,351,0,18.47,0
233.36,22,225,1,1.46,0
69.68,21,336,3,4.26,0
59.64,5,199,1,2.45,0
90.98,22,303,5,10.49,0
107.58,8,195,2,2.28,0
95.17,3,269,0,3.47,0
191.0,14,178,4,7.8,0
18.22,17,510,0,4.2,0
137.81,8,594,2,13.59,0
69.54,3,313,4,4.37,0
116.4,2,440,3,0.68,0
57.04,7,580,1,4.89,0
152.32,7,446,0,15.94,0
64.93,9,809,6,14.23,0
45.67,19,255,3,23.0,0
77.25,5,694,0,0.75,0
49.78,7,574,2,7.52,0
103.47,2,97,3,47.29,0
48.42,10,47,3,10.66,0
102.08,1,1224,2,2.54,0
43.84,19,32,0,3.96,0
169.32,7,200,2,16.16,0
53.98,20,420,0,11.35,0
116.32,17,269,3,47.23,0
140.07,0,521,0,38.86,0
